trace_id,user_id,firm_id,feature,timestamp,confidence_score,latency_ms,outcome,retried,escalated_to_human,source_link_clicked
T000563,U0152,F015,workpaper_draft_assistant,2025-08-16 12:22:07,0.82,910,accepted,False,False,True
T000564,U0152,F015,workpaper_draft_assistant,2025-08-11 20:17:03,0.91,699,accepted,False,False,True
T000565,U0152,F015,variance_explanation,2025-12-09 00:27:28,0.99,480,accepted,False,False,True
T000566,U0152,F015,workpaper_draft_assistant,2025-12-19 20:30:41,0.99,941,accepted,True,False,True
T000567,U0154,F025,variance_explanation,2026-05-03 07:57:02,0.54,2319,rejected,True,False,True
T000568,U0154,F025,workpaper_draft_assistant,2026-03-22 20:53:53,0.88,871,accepted,False,False,False
T000569,U0154,F025,anomaly_flagging,2026-01-31 18:28:16,0.85,1055,accepted,False,False,True
T000570,U0154,F025,workpaper_draft_assistant,2025-12-26 19:34:22,0.91,2542,edited,False,False,True
T000571,U0154,F025,anomaly_flagging,2026-03-06 10:36:38,0.99,1009,accepted,False,False,False
T000572,U0154,F025,document_qa_assistant,2026-01-28 03:37:50,0.75,465,accepted,False,False,False
T000573,U0154,F025,risk_summary_generator,2026-03-13 16:33:14,0.46,986,rejected,False,True,True
T000574,U0154,F025,variance_explanation,2026-01-15 20:11:14,0.81,956,accepted,False,False,True
T000575,U0157,F012,anomaly_flagging,2025-09-26 01:30:51,0.8,472,accepted,False,False,False
T000576,U0157,F012,workpaper_draft_assistant,2025-07-10 18:55:36,0.65,696,accepted,False,False,False
T000577,U0157,F012,variance_explanation,2025-11-06 20:56:17,0.92,683,accepted,False,False,False
T000578,U0157,F012,document_qa_assistant,2025-08-05 10:17:15,0.42,739,accepted,False,True,False
T000579,U0157,F012,anomaly_flagging,2025-10-02 14:43:04,0.99,1602,accepted,False,False,True
T000580,U0157,F012,variance_explanation,2025-07-11 11:42:21,0.82,919,accepted,False,False,True
T000581,U0157,F012,document_qa_assistant,2025-08-27 02:00:24,0.98,1280,accepted,True,False,False
T000582,U0157,F012,document_qa_assistant,2025-09-01 21:23:20,0.58,649,edited,False,False,True
T000583,U0157,F012,anomaly_flagging,2025-09-03 01:44:45,0.78,1932,accepted,True,False,True
T000584,U0157,F012,document_qa_assistant,2025-08-02 12:48:26,0.99,491,edited,True,False,False
T000585,U0161,F019,risk_summary_generator,2025-09-10 18:31:22,0.83,1674,accepted,False,False,False
T000586,U0161,F019,risk_summary_generator,2025-08-21 16:38:50,0.88,1102,rejected,False,False,True
T000587,U0161,F019,risk_summary_generator,2025-09-17 18:01:56,0.75,628,accepted,False,False,True
T000588,U0161,F019,variance_explanation,2025-11-01 07:30:04,0.93,2271,rejected,False,True,False
T000589,U0161,F019,risk_summary_generator,2025-10-19 06:26:47,0.99,2846,rejected,False,True,False
T000590,U0161,F019,anomaly_flagging,2025-08-07 05:40:37,0.74,834,accepted,False,False,False
T000591,U0161,F019,variance_explanation,2025-11-12 20:46:21,0.61,2987,edited,False,False,True
T000592,U0161,F019,variance_explanation,2025-10-04 14:53:55,0.75,1040,edited,False,False,True
T000593,U0161,F019,risk_summary_generator,2025-10-06 06:53:57,0.71,1251,rejected,False,False,False
T000594,U0161,F019,document_qa_assistant,2025-11-05 01:31:18,0.82,3663,edited,False,False,False
T000595,U0161,F019,anomaly_flagging,2025-09-22 02:34:03,0.78,526,edited,False,False,False
T000596,U0161,F019,anomaly_flagging,2025-11-29 02:25:16,0.84,1158,accepted,False,False,False
T000597,U0162,F025,workpaper_draft_assistant,2026-03-26 10:22:10,0.73,1083,accepted,False,False,False
T000598,U0162,F025,document_qa_assistant,2026-01-11 04:20:50,0.99,566,accepted,False,False,True
T000599,U0162,F025,workpaper_draft_assistant,2026-01-06 20:11:52,0.6,2128,edited,False,False,False
T000600,U0162,F025,risk_summary_generator,2025-12-24 17:04:27,0.63,663,accepted,False,False,True
T000601,U0162,F025,variance_explanation,2026-03-24 06:42:59,0.99,1546,accepted,False,False,True
T000602,U0162,F025,anomaly_flagging,2026-04-05 22:24:11,0.73,1928,accepted,False,False,True
T000603,U0162,F025,anomaly_flagging,2025-12-25 18:20:10,0.97,756,accepted,False,False,True
T000604,U0162,F025,anomaly_flagging,2026-03-06 01:35:35,0.76,996,accepted,False,False,True
T000605,U0165,F010,variance_explanation,2026-04-25 23:27:08,0.99,499,accepted,False,False,False
T000606,U0165,F010,workpaper_draft_assistant,2026-05-01 06:41:52,0.65,1031,edited,False,False,False
T000607,U0165,F010,risk_summary_generator,2026-03-11 16:02:21,0.89,2763,accepted,False,False,False
T000608,U0165,F010,risk_summary_generator,2026-04-10 19:55:12,0.77,500,rejected,True,False,True
T000609,U0165,F010,risk_summary_generator,2026-04-17 11:42:40,0.85,1326,accepted,False,False,True
T000610,U0166,F023,anomaly_flagging,2025-10-26 00:07:28,0.82,725,accepted,False,False,False
T000611,U0166,F023,workpaper_draft_assistant,2025-08-20 08:10:28,0.89,461,accepted,True,False,False
T000612,U0166,F023,anomaly_flagging,2025-07-26 23:37:27,0.83,514,accepted,False,False,False
T000613,U0166,F023,risk_summary_generator,2025-10-27 10:17:03,0.87,654,accepted,False,False,False
T000614,U0166,F023,risk_summary_generator,2025-09-19 17:51:38,0.61,609,accepted,False,False,False
T000615,U0166,F023,document_qa_assistant,2025-11-14 17:26:40,0.99,593,edited,False,False,False
T000616,U0166,F023,variance_explanation,2025-10-21 08:08:59,0.65,492,accepted,False,False,True
T000617,U0166,F023,risk_summary_generator,2025-10-28 09:21:53,0.92,587,edited,False,False,True
T000618,U0166,F023,document_qa_assistant,2025-10-05 05:14:32,0.51,639,accepted,False,False,False
T000619,U0166,F023,workpaper_draft_assistant,2025-09-17 14:38:41,0.86,681,accepted,False,False,True
T000620,U0166,F023,risk_summary_generator,2025-11-01 15:19:59,0.92,854,edited,False,False,False
T000621,U0168,F010,variance_explanation,2026-06-27 07:53:57,0.84,574,accepted,False,False,False
T000622,U0169,F019,variance_explanation,2026-06-24 07:54:25,0.71,1234,accepted,False,False,False
T000623,U0169,F019,risk_summary_generator,2026-06-19 16:07:42,0.86,674,accepted,False,False,False
T000624,U0169,F019,document_qa_assistant,2026-06-17 09:57:04,0.64,1435,rejected,False,False,False
T000625,U0169,F019,document_qa_assistant,2026-06-11 14:58:28,0.72,907,accepted,False,False,False
T000626,U0173,F021,workpaper_draft_assistant,2026-03-17 03:32:02,0.93,523,edited,False,False,True
T000627,U0173,F021,variance_explanation,2026-03-21 12:04:11,0.9,1442,edited,False,False,False
T000628,U0173,F021,risk_summary_generator,2026-04-28 05:28:59,0.95,546,edited,False,False,True
T000629,U0173,F021,anomaly_flagging,2026-05-27 21:14:33,0.61,1191,edited,False,False,True
T000630,U0173,F021,document_qa_assistant,2026-04-21 10:32:56,0.87,896,accepted,False,False,True
T000631,U0173,F021,anomaly_flagging,2026-04-15 05:56:38,0.65,663,accepted,False,False,False
T000632,U0173,F021,anomaly_flagging,2026-04-17 20:26:58,0.97,2195,accepted,False,False,False
T000633,U0173,F021,document_qa_assistant,2026-05-10 04:07:38,0.66,580,edited,False,False,True
T000634,U0173,F021,workpaper_draft_assistant,2026-03-18 04:56:13,0.86,928,edited,False,False,False
T000635,U0175,F018,variance_explanation,2026-06-03 16:03:14,0.92,612,accepted,False,False,False
T000636,U0175,F018,workpaper_draft_assistant,2026-05-30 12:22:15,0.83,2174,edited,False,False,True
T000637,U0175,F018,risk_summary_generator,2026-04-06 22:43:13,0.99,695,accepted,False,False,True
T000638,U0175,F018,anomaly_flagging,2026-04-22 23:05:28,0.83,939,accepted,False,False,False
T000639,U0175,F018,variance_explanation,2026-03-24 12:54:52,0.84,1331,accepted,False,False,True
T000640,U0175,F018,document_qa_assistant,2026-06-17 06:09:19,0.89,565,accepted,False,False,False
T000641,U0179,F013,workpaper_draft_assistant,2026-03-11 06:04:33,0.97,820,accepted,False,False,True
T000642,U0179,F013,anomaly_flagging,2026-04-13 15:45:47,0.83,2010,accepted,False,False,False
T000643,U0179,F013,risk_summary_generator,2026-04-16 02:55:17,0.83,710,accepted,True,False,False
T000644,U0179,F013,anomaly_flagging,2025-12-22 20:53:09,0.47,1018,accepted,False,False,True
T000645,U0179,F013,variance_explanation,2025-12-29 09:50:26,0.86,535,accepted,False,False,False
T000646,U0179,F013,risk_summary_generator,2026-04-07 14:49:31,0.8,778,accepted,False,False,True
T000647,U0179,F013,variance_explanation,2026-02-24 20:06:41,0.97,1563,accepted,False,False,True
T000648,U0179,F013,document_qa_assistant,2026-04-14 03:05:14,0.46,1421,edited,False,False,False
T000649,U0179,F013,risk_summary_generator,2025-12-25 04:40:46,0.81,1909,edited,False,False,True
T000650,U0179,F013,document_qa_assistant,2026-03-25 02:21:54,0.88,567,accepted,False,False,False
T000651,U0179,F013,workpaper_draft_assistant,2026-01-08 00:21:04,0.93,2176,accepted,False,False,True
T000652,U0182,F023,variance_explanation,2026-01-26 22:47:47,0.64,628,rejected,False,False,True
T000653,U0182,F023,anomaly_flagging,2025-09-26 22:18:10,0.86,420,accepted,False,False,True
T000654,U0182,F023,variance_explanation,2025-09-19 06:45:23,0.99,702,accepted,False,False,True
T000655,U0182,F023,workpaper_draft_assistant,2025-10-28 07:39:13,0.88,1641,accepted,True,False,True
T000656,U0182,F023,risk_summary_generator,2026-01-12 07:00:49,0.8,1034,accepted,False,False,False
T000657,U0182,F023,document_qa_assistant,2025-10-16 17:05:00,0.74,3277,accepted,False,False,False
T000658,U0182,F023,variance_explanation,2025-09-14 16:06:41,0.99,1192,accepted,True,False,True
T000659,U0183,F007,workpaper_draft_assistant,2025-07-09 19:44:00,0.94,1977,accepted,False,False,True
T000660,U0183,F007,anomaly_flagging,2025-06-22 06:51:07,0.65,456,accepted,False,False,False
T000661,U0183,F007,workpaper_draft_assistant,2025-07-14 14:22:09,0.76,4476,edited,False,False,False
T000662,U0183,F007,variance_explanation,2025-10-10 23:19:24,0.81,645,accepted,False,False,False
T000663,U0183,F007,workpaper_draft_assistant,2025-08-03 19:19:00,0.9,1992,accepted,False,False,False
T000664,U0183,F007,document_qa_assistant,2025-08-14 05:52:17,0.84,1024,accepted,True,False,True
T000665,U0187,F008,document_qa_assistant,2026-03-13 00:26:12,0.69,2671,edited,False,False,True
T000666,U0187,F008,risk_summary_generator,2026-02-19 22:02:44,0.92,544,accepted,True,False,True
T000667,U0187,F008,variance_explanation,2026-02-08 16:24:45,0.52,718,accepted,False,False,True
T000668,U0187,F008,workpaper_draft_assistant,2026-02-03 17:48:25,0.99,2636,accepted,False,False,True
T000669,U0187,F008,workpaper_draft_assistant,2026-04-18 06:12:34,0.91,1592,accepted,False,False,False
T000670,U0187,F008,document_qa_assistant,2026-03-17 11:48:35,0.83,1411,edited,False,False,False
T000671,U0187,F008,variance_explanation,2026-03-17 16:54:28,0.67,1966,accepted,False,False,False
T000672,U0187,F008,risk_summary_generator,2026-03-06 00:53:28,0.89,2426,edited,False,False,True
T000673,U0187,F008,variance_explanation,2025-12-27 14:32:32,0.93,2361,accepted,False,False,False
T000674,U0189,F024,document_qa_assistant,2026-03-06 07:54:01,0.84,446,accepted,False,False,True
T000675,U0189,F024,anomaly_flagging,2026-04-14 07:12:00,0.77,3593,accepted,False,False,True
T000676,U0189,F024,risk_summary_generator,2026-06-07 10:06:34,0.9,487,accepted,False,False,False
T000677,U0189,F024,document_qa_assistant,2026-05-08 15:50:30,0.68,1455,rejected,False,False,True
T000678,U0189,F024,risk_summary_generator,2026-02-14 02:26:09,0.67,541,rejected,False,False,True
T000679,U0189,F024,variance_explanation,2026-05-30 17:59:39,0.99,2482,edited,False,False,True
T000680,U0189,F024,document_qa_assistant,2026-04-06 22:59:33,0.99,754,accepted,False,False,False
T000681,U0189,F024,document_qa_assistant,2026-05-07 22:16:07,0.78,2037,accepted,False,False,True
T000682,U0189,F024,document_qa_assistant,2026-04-23 04:39:54,0.8,1278,accepted,False,False,True
T000683,U0189,F024,document_qa_assistant,2026-05-12 13:28:17,0.78,421,accepted,False,False,True
T000684,U0189,F024,risk_summary_generator,2026-03-18 11:22:44,0.65,1669,edited,False,False,False
T000685,U0189,F024,risk_summary_generator,2026-03-30 20:12:24,0.74,1050,accepted,False,False,False
T000686,U0189,F024,workpaper_draft_assistant,2026-02-19 11:43:03,0.99,1758,edited,False,False,False
T000687,U0193,F024,anomaly_flagging,2026-04-28 17:06:11,0.79,719,edited,False,False,False
T000688,U0193,F024,risk_summary_generator,2026-03-13 05:24:05,0.81,1566,accepted,False,False,False
T000689,U0193,F024,variance_explanation,2026-02-11 02:26:12,0.82,2242,accepted,False,False,False
T000690,U0193,F024,anomaly_flagging,2026-02-13 05:12:34,0.87,2329,accepted,False,False,False
T000691,U0193,F024,document_qa_assistant,2026-01-31 23:02:57,0.99,4263,accepted,False,False,False
T000692,U0193,F024,workpaper_draft_assistant,2026-04-27 05:19:12,0.99,3409,accepted,False,False,False
T000693,U0193,F024,anomaly_flagging,2026-02-23 22:01:08,0.89,679,edited,False,False,False
T000694,U0194,F025,risk_summary_generator,2026-04-01 10:45:47,0.7,1452,edited,False,False,True
T000695,U0194,F025,workpaper_draft_assistant,2026-05-04 13:41:24,0.99,676,accepted,False,False,True
T000696,U0194,F025,anomaly_flagging,2026-05-07 07:26:10,0.63,445,accepted,True,False,False
T000697,U0194,F025,workpaper_draft_assistant,2026-06-17 02:51:56,0.99,774,accepted,False,False,False
T000698,U0194,F025,workpaper_draft_assistant,2026-06-24 22:47:16,0.77,486,accepted,False,False,True
T000699,U0194,F025,anomaly_flagging,2026-05-21 03:55:22,0.82,811,edited,False,False,True
T000700,U0194,F025,workpaper_draft_assistant,2026-06-26 10:22:04,0.9,451,accepted,False,False,False
T000701,U0194,F025,document_qa_assistant,2026-04-02 01:54:31,0.59,1469,rejected,False,True,True
T000702,U0194,F025,variance_explanation,2026-06-06 20:01:46,0.86,1126,accepted,False,False,True
T000703,U0194,F025,document_qa_assistant,2026-04-16 11:53:29,0.81,575,accepted,False,False,False
T000704,U0195,F004,anomaly_flagging,2026-05-19 18:05:00,0.74,1233,accepted,True,False,True
T000705,U0195,F004,anomaly_flagging,2026-06-15 03:20:40,0.85,528,edited,False,False,True
T000706,U0195,F004,document_qa_assistant,2026-05-03 17:55:47,0.99,569,accepted,True,False,True
T000707,U0197,F018,workpaper_draft_assistant,2025-10-10 09:29:37,0.77,413,accepted,True,False,False
T000708,U0197,F018,anomaly_flagging,2025-09-17 01:54:39,0.99,1369,accepted,False,False,False
T000709,U0197,F018,risk_summary_generator,2025-09-21 07:58:24,0.71,1075,edited,False,False,False
T000710,U0197,F018,document_qa_assistant,2025-10-16 18:13:32,0.86,1030,accepted,False,False,False
T000711,U0197,F018,anomaly_flagging,2025-12-21 00:42:03,0.74,2156,accepted,False,False,True
T000712,U0197,F018,anomaly_flagging,2025-12-26 20:01:33,0.66,423,accepted,False,False,True
T000713,U0197,F018,document_qa_assistant,2025-11-08 21:13:00,0.65,1296,accepted,False,False,True
T000714,U0197,F018,document_qa_assistant,2025-12-14 18:32:15,0.92,1300,edited,False,False,True
T000715,U0198,F002,workpaper_draft_assistant,2026-01-13 09:40:18,0.84,2886,accepted,False,False,True
T000716,U0198,F002,risk_summary_generator,2025-12-23 22:07:21,0.71,434,accepted,False,False,False
T000717,U0198,F002,anomaly_flagging,2026-02-10 04:20:19,0.7,4264,edited,False,False,True
T000718,U0198,F002,anomaly_flagging,2026-03-13 14:46:14,0.68,4611,accepted,False,False,True
T000719,U0198,F002,workpaper_draft_assistant,2025-11-29 07:29:06,0.61,2135,accepted,False,False,False
T000720,U0198,F002,workpaper_draft_assistant,2025-12-26 21:35:59,0.76,882,edited,False,False,True
T000721,U0198,F002,document_qa_assistant,2025-12-30 20:38:17,0.91,498,edited,False,False,True
T000722,U0198,F002,risk_summary_generator,2025-11-08 11:16:59,0.52,1195,accepted,False,False,False
T000723,U0198,F002,variance_explanation,2025-12-24 18:11:22,0.73,2940,rejected,False,True,False
T000724,U0198,F002,anomaly_flagging,2025-12-14 17:54:05,0.85,3156,accepted,False,False,False
T000725,U0202,F016,document_qa_assistant,2025-06-12 00:00:35,0.74,1237,edited,False,False,False
T000726,U0202,F016,risk_summary_generator,2025-07-25 00:00:01,0.48,642,accepted,False,False,True
T000727,U0202,F016,anomaly_flagging,2025-05-29 13:24:01,0.71,462,accepted,False,False,True
T000728,U0202,F016,variance_explanation,2025-08-19 02:46:14,0.95,633,accepted,False,False,True
T000729,U0202,F016,variance_explanation,2025-05-24 04:22:18,0.89,513,accepted,False,False,False
T000730,U0202,F016,workpaper_draft_assistant,2025-07-07 04:22:51,0.86,659,edited,False,False,False
T000731,U0202,F016,workpaper_draft_assistant,2025-05-23 17:20:56,0.7,715,accepted,False,False,False
T000732,U0202,F016,document_qa_assistant,2025-09-09 21:06:32,0.85,871,accepted,False,False,True
T000733,U0202,F016,risk_summary_generator,2025-10-07 17:27:58,0.67,2322,accepted,False,False,True
T000734,U0202,F016,variance_explanation,2025-08-25 13:44:29,0.56,822,accepted,False,False,False
T000735,U0203,F003,variance_explanation,2025-12-29 20:59:57,0.63,949,edited,False,False,False
T000736,U0203,F003,risk_summary_generator,2026-03-07 10:15:05,0.99,1013,accepted,False,False,True
T000737,U0203,F003,document_qa_assistant,2026-03-05 06:50:50,0.9,612,accepted,False,False,True
T000738,U0203,F003,document_qa_assistant,2026-01-06 20:30:21,0.82,1162,edited,False,False,False
T000739,U0203,F003,risk_summary_generator,2026-04-30 08:25:45,0.92,1030,accepted,False,False,True
T000740,U0203,F003,document_qa_assistant,2026-01-17 21:46:27,0.76,2100,accepted,False,False,False
T000741,U0203,F003,anomaly_flagging,2026-03-31 23:58:44,0.42,4050,edited,False,False,True
T000742,U0203,F003,workpaper_draft_assistant,2026-03-24 14:49:06,0.89,1174,accepted,False,False,False
T000743,U0203,F003,document_qa_assistant,2026-03-24 10:38:51,0.77,1769,accepted,False,False,False
T000744,U0203,F003,anomaly_flagging,2026-05-13 14:50:54,0.73,733,accepted,False,False,False
T000745,U0203,F003,risk_summary_generator,2026-01-30 12:07:01,0.82,1899,edited,False,False,False
T000746,U0205,F003,risk_summary_generator,2025-08-26 01:33:24,0.91,2192,accepted,False,False,False
T000747,U0205,F003,risk_summary_generator,2025-08-21 21:48:04,0.76,489,accepted,False,False,False
T000748,U0205,F003,workpaper_draft_assistant,2025-12-08 05:04:47,0.89,770,edited,False,False,False
T000749,U0205,F003,risk_summary_generator,2025-10-24 02:58:34,0.99,516,accepted,False,False,False
T000750,U0205,F003,anomaly_flagging,2025-12-01 01:31:42,0.57,980,accepted,False,False,True
T000751,U0205,F003,variance_explanation,2025-12-02 05:59:47,0.97,1339,accepted,False,False,False
T000752,U0205,F003,risk_summary_generator,2025-11-17 04:15:25,0.77,536,accepted,False,False,True
T000753,U0205,F003,workpaper_draft_assistant,2025-10-24 19:02:46,0.67,1574,accepted,False,False,False
T000754,U0205,F003,document_qa_assistant,2025-10-27 03:52:29,0.84,452,accepted,False,False,True
T000755,U0205,F003,document_qa_assistant,2025-09-01 00:01:18,0.73,1976,edited,False,False,False
T000756,U0205,F003,variance_explanation,2025-11-18 05:15:20,0.93,1194,edited,False,False,True
T000757,U0205,F003,workpaper_draft_assistant,2025-10-26 11:01:36,0.71,4010,edited,False,False,True
T000758,U0210,F024,anomaly_flagging,2025-09-01 13:39:00,0.79,1814,accepted,False,False,False
T000759,U0210,F024,anomaly_flagging,2025-09-24 23:07:39,0.99,532,accepted,True,False,False
T000760,U0210,F024,anomaly_flagging,2025-06-02 18:12:15,0.69,511,accepted,True,False,False
T000761,U0210,F024,variance_explanation,2025-08-31 19:37:30,0.66,1288,edited,False,False,False
T000762,U0210,F024,document_qa_assistant,2025-08-22 17:51:05,0.94,499,rejected,False,False,False
T000763,U0210,F024,variance_explanation,2025-06-16 17:17:22,0.81,1446,accepted,False,False,True
T000764,U0210,F024,anomaly_flagging,2025-06-18 16:33:16,0.73,1948,accepted,False,False,False
T000765,U0211,F009,variance_explanation,2026-04-24 11:16:47,0.94,1020,accepted,False,False,False
T000766,U0211,F009,document_qa_assistant,2026-05-17 03:27:25,0.95,945,accepted,False,False,False
T000767,U0211,F009,document_qa_assistant,2026-02-08 18:26:01,0.58,868,accepted,False,False,False
T000768,U0211,F009,anomaly_flagging,2026-06-25 14:07:59,0.6,1821,edited,False,False,False
T000769,U0211,F009,risk_summary_generator,2026-04-06 21:19:23,0.99,1823,accepted,False,False,True
T000770,U0211,F009,document_qa_assistant,2026-05-27 10:40:55,0.92,782,edited,True,False,False
T000771,U0211,F009,workpaper_draft_assistant,2026-05-21 03:59:35,0.76,448,accepted,False,False,True
T000772,U0211,F009,risk_summary_generator,2026-06-04 17:42:13,0.76,495,accepted,False,False,False
T000773,U0213,F015,workpaper_draft_assistant,2026-06-29 06:39:03,0.91,1326,accepted,False,False,False
T000774,U0213,F015,workpaper_draft_assistant,2026-05-08 05:59:12,0.54,2903,accepted,False,False,False
T000775,U0214,F002,variance_explanation,2025-12-05 15:39:17,0.77,1442,accepted,False,False,False
T000776,U0214,F002,risk_summary_generator,2026-01-20 03:52:16,0.91,1191,accepted,True,False,True
T000777,U0214,F002,variance_explanation,2025-12-20 02:26:13,0.62,999,accepted,False,False,False
T000778,U0214,F002,document_qa_assistant,2025-12-03 17:16:50,0.77,500,accepted,False,False,False
T000779,U0216,F008,variance_explanation,2025-11-20 03:08:41,0.62,1695,edited,False,False,True
T000780,U0216,F008,risk_summary_generator,2026-02-26 13:35:31,0.64,1014,edited,False,False,False
T000781,U0216,F008,variance_explanation,2025-11-26 21:11:39,0.88,1286,accepted,False,False,True
T000782,U0216,F008,variance_explanation,2025-11-16 10:56:06,0.55,3675,accepted,False,False,True
T000783,U0216,F008,risk_summary_generator,2025-10-25 18:34:32,0.82,993,edited,False,False,False
T000784,U0216,F008,workpaper_draft_assistant,2026-03-08 19:18:56,0.96,649,accepted,False,False,True
T000785,U0216,F008,risk_summary_generator,2025-12-11 17:29:25,0.69,1821,edited,False,False,False
T000786,U0216,F008,anomaly_flagging,2026-02-09 07:47:45,0.81,502,accepted,False,False,False
T000787,U0216,F008,document_qa_assistant,2026-02-25 02:34:55,0.8,2841,accepted,False,False,False
T000788,U0216,F008,anomaly_flagging,2025-10-27 17:23:31,0.82,1153,accepted,False,False,False
T000789,U0216,F008,anomaly_flagging,2025-12-12 22:49:34,0.75,980,edited,False,False,True
T000790,U0216,F008,workpaper_draft_assistant,2025-12-06 09:33:22,0.76,854,accepted,False,False,True
T000791,U0216,F008,risk_summary_generator,2025-12-31 14:22:04,0.85,1456,accepted,False,False,False
T000792,U0217,F007,variance_explanation,2026-01-23 04:38:08,0.9,837,accepted,False,False,False
T000793,U0217,F007,document_qa_assistant,2026-03-11 23:31:17,0.7,1419,edited,False,False,True
T000794,U0217,F007,document_qa_assistant,2026-04-09 10:28:19,0.73,824,accepted,True,False,False
T000795,U0217,F007,document_qa_assistant,2026-03-13 02:24:54,0.45,503,accepted,False,False,False
T000796,U0217,F007,anomaly_flagging,2025-12-07 13:27:13,0.89,1860,accepted,False,False,False
T000797,U0217,F007,document_qa_assistant,2026-02-22 11:02:59,0.75,719,edited,False,False,False
T000798,U0217,F007,workpaper_draft_assistant,2026-03-27 18:37:15,0.77,452,accepted,False,False,False
T000799,U0217,F007,risk_summary_generator,2026-04-26 20:23:44,0.78,401,edited,False,False,False
T000800,U0218,F021,anomaly_flagging,2026-01-30 12:16:21,0.91,461,accepted,False,False,True
T000801,U0218,F021,document_qa_assistant,2026-02-11 22:26:28,0.58,870,accepted,True,False,True
T000802,U0218,F021,variance_explanation,2025-12-10 10:31:12,0.79,1726,accepted,False,False,False
T000803,U0218,F021,risk_summary_generator,2025-12-23 08:43:00,0.69,522,accepted,False,False,True
T000804,U0218,F021,risk_summary_generator,2025-12-26 18:50:52,0.7,572,accepted,False,False,False
T000805,U0218,F021,anomaly_flagging,2025-11-19 22:19:14,0.75,2455,edited,False,False,False
T000806,U0218,F021,workpaper_draft_assistant,2025-12-16 06:54:59,0.84,1144,accepted,False,False,False
T000807,U0218,F021,variance_explanation,2025-12-23 07:26:39,0.49,3862,edited,False,True,False
T000808,U0222,F023,anomaly_flagging,2026-01-30 06:39:56,0.95,1292,edited,False,False,True
T000809,U0222,F023,variance_explanation,2026-02-13 17:38:03,0.91,404,edited,False,False,False
T000810,U0222,F023,variance_explanation,2026-01-31 05:19:41,0.58,1396,accepted,True,False,True
T000811,U0222,F023,anomaly_flagging,2026-02-09 20:02:59,0.69,1391,rejected,True,True,False
T000812,U0222,F023,document_qa_assistant,2026-03-11 16:33:26,0.97,661,edited,False,False,False
T000813,U0222,F023,risk_summary_generator,2026-03-15 20:39:37,0.78,757,accepted,False,False,False
T000814,U0222,F023,anomaly_flagging,2026-03-10 21:40:23,0.65,1250,accepted,False,False,True
T000815,U0222,F023,workpaper_draft_assistant,2025-12-10 06:35:37,0.99,777,accepted,False,False,False
T000816,U0222,F023,document_qa_assistant,2025-11-15 02:33:31,0.84,1061,accepted,False,False,True
T000817,U0222,F023,variance_explanation,2025-11-29 15:24:38,0.72,1041,accepted,False,False,False
T000818,U0222,F023,risk_summary_generator,2025-11-07 04:03:25,0.77,767,accepted,False,False,True
T000819,U0223,F016,variance_explanation,2025-12-23 08:01:33,0.88,609,accepted,False,False,True
T000820,U0223,F016,anomaly_flagging,2026-03-15 12:52:20,0.72,1509,edited,False,False,False
T000821,U0223,F016,anomaly_flagging,2026-01-14 08:00:19,0.93,437,accepted,False,False,True
T000822,U0223,F016,workpaper_draft_assistant,2026-03-12 22:26:19,0.92,1262,accepted,False,False,False
T000823,U0223,F016,document_qa_assistant,2026-01-02 17:42:14,0.91,684,accepted,False,False,True
T000824,U0223,F016,anomaly_flagging,2025-12-25 16:43:48,0.79,473,accepted,False,False,False
T000825,U0223,F016,variance_explanation,2026-01-04 03:54:35,0.91,2155,accepted,False,False,True
T000826,U0223,F016,document_qa_assistant,2026-01-31 16:14:39,0.9,1519,accepted,False,False,True
T000827,U0227,F022,risk_summary_generator,2026-02-08 22:23:36,0.72,958,edited,True,False,False
T000828,U0227,F022,risk_summary_generator,2025-12-24 17:53:44,0.65,520,accepted,False,False,True
T000829,U0227,F022,variance_explanation,2025-11-07 18:10:09,0.86,3499,accepted,False,False,True
T000830,U0227,F022,workpaper_draft_assistant,2025-12-24 13:34:44,0.89,2016,accepted,True,False,False
T000831,U0227,F022,variance_explanation,2026-02-06 06:07:50,0.81,1115,edited,False,False,True
T000832,U0227,F022,workpaper_draft_assistant,2026-02-13 09:58:52,0.76,2404,accepted,False,False,True
T000833,U0227,F022,anomaly_flagging,2026-03-02 00:53:01,0.96,447,accepted,False,False,False
T000834,U0227,F022,risk_summary_generator,2025-11-18 16:27:56,0.99,1346,accepted,True,False,False
T000835,U0227,F022,risk_summary_generator,2026-02-02 13:52:14,0.95,1804,accepted,False,False,True
T000836,U0228,F025,variance_explanation,2025-12-22 09:16:53,0.94,462,accepted,False,False,False
T000837,U0228,F025,risk_summary_generator,2025-11-07 17:25:21,0.58,668,accepted,True,False,False
T000838,U0228,F025,workpaper_draft_assistant,2026-01-12 21:48:45,0.99,710,accepted,False,False,True
T000839,U0228,F025,workpaper_draft_assistant,2025-12-08 13:16:25,0.96,485,accepted,False,False,False
T000840,U0228,F025,anomaly_flagging,2025-10-12 03:21:48,0.95,1495,accepted,False,False,True
T000841,U0228,F025,document_qa_assistant,2026-01-14 09:17:22,0.92,689,accepted,False,False,False
T000842,U0228,F025,anomaly_flagging,2025-11-12 06:46:22,0.93,1187,accepted,False,False,False
T000843,U0228,F025,variance_explanation,2025-10-31 03:21:34,0.82,796,accepted,False,False,False
T000844,U0234,F013,risk_summary_generator,2026-05-19 08:36:05,0.92,546,accepted,False,False,False
